"respondent_id","start_date","end_date","which_of_the_following_would","which_of_the_following_would_1","which_of_the_following_would_2","which_of_the_following_would_3","which_of_the_following_would_4","which_of_the_following_would_5","which_of_the_following_would_6","which_of_the_following_would_7","which_of_the_following_would_8","which_of_the_following_would_9","which_of_the_following_would_10","which_of_the_following_would_11","which_of_the_following_would_12","which_of_the_following_would_13","which_of_the_following_would_14","which_of_the_following_would_15","which_of_the_following_would_16","which_of_the_following_would_17","which_of_the_following_would_18","which_of_the_following_would_19","which_of_the_following_would_20","which_of_the_following_would_21","which_of_the_following_would_22","which_of_the_following_would_23","which_of_the_following_would_24","which_of_the_following_would_25","which_of_the_following_would_26","which_of_the_following_would_27","which_of_the_following_would_28","what_percentage_of_your_income","which_best_describes_your","in_your_opinion_do_you_have","what_do_you_currently_pay","how_often_do_you_use_access","zipcode_your_current_creative","how_do_your_monthly_payments","what_is_the_minimum_square","what_is_the_maximum_price","of_the_following_workspace","of_the_following_workspace_1","of_the_following_workspace_2","of_the_following_workspace_3","of_the_following_workspace_4","of_the_following_workspace_5","of_the_following_workspace_6","of_the_following_workspace_7","which_of_the_following_would_29","which_of_the_following_would_30","which_of_the_following_would_31","which_of_the_following_would_32","which_of_the_following_would_33","which_of_the_following_would_34","which_of_the_following_would_35","which_of_the_following_would_36","which_of_the_following_would_37","which_of_the_following_would_38","which_of_the_following_would_39","which_of_the_following_would_40","which_of_the_following_would_41","which_of_the_following_would_42","which_of_the_following_would_43","which_of_the_following_would_44","which_of_the_following_would_45","which_of_the_following_would_46","which_of_the_following_would_47","which_of_the_following_would_48","which_of_the_following_would_49","which_of_the_following_would_50","which_of_the_following_would_51","which_of_the_following_would_52","which_of_the_following_would_53","which_of_the_following_would_54","which_of_the_following_would_55","which_of_the_following_would_56","which_of_the_following_would_57","which_of_the_following_would_58","which_of_the_following_would_59","which_of_the_following_would_60","which_of_the_following_would_61","which_of_the_following_would_62","which_of_the_following_would_63","which_of_the_following_would_64","which_of_the_following_would_65","which_of_the_following_would_66","which_of_the_following_would_67","please_write_your_top_3_zip","please_write_your_top_3_zip_1","please_write_your_top_3_zip_2","have_space_related_issues","have_space_related_issues_1","have_space_related_issues_2","have_space_related_issues_3","have_space_related_issues_4","have_space_related_issues_5","have_space_related_issues_6","have_space_related_issues_7","have_space_related_issues_8","have_space_related_issues_9","have_space_related_issues_10","which_of_the_following_city","which_of_the_following_city_1","are_you_currently_a_city","how_did_you_find_out_about","how_did_you_find_out_about_1"
"10120444602","2018-07-19T12:55:37.000","2018-07-19T13:01:50.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"100","I RENT studio or other work space separate from my home","No","$301- $700","Daily, less than 5 hours","78702","Increased by 5% or less",,,,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)",,,,,,,,,,,,,,,"Retail Space, Storefront",,"Air-Conditioned Storage Space","Non-Air Conditioned Storage Space","Running Water",,,,,,,,,"Individual Artist Workspace",,,,,,,,,,,,"Live/Work Space",,,,"78726","78702","78721",,,"Considered permanently leaving Austin for another city or state",,,"Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"Other (please specify)","Big medium"
"10120423864","2018-07-19T12:43:28.000","2018-07-19T12:53:00.000",,,,,,,,,,,,,,,,,,,,,,,,,"Textile/Fiber Arts",,,,,"80","I RENT studio or other work space separate from my home","No","$701- $1,000","Daily, 5 or more hours","78702","Increased by 5% or less",,,,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront",,,"Non-Air Conditioned Storage Space","Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,"Floor Drains",,"High ceilings",,,,,"78702","78723","Downtown Austin",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,"Paid for space you could not afford",,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"Other (please specify)","Property Management of current studio space. Rent is so high, Artists are leaving"
"10120379651","2018-07-19T12:18:20.000","2018-07-19T12:32:34.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"30","My work space is provided free of charge to me (e.g., member of dance troupe, university student, etc.)","No","$0 - I have space free of charge","Weekly, at least a few days/hours a week","78704","Not relevant to me/ I do not pay for a space",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet",,"Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace",,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,"Oversized Doors and/or Freight Elevator","Ramps/loading dock",,,"High ceilings","Live/Work Space",,,,"78704","78702","78745",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,,,,"Stopped you from expanding your operations",,"I use a friend's garage space.  I have a tent expanding the space because otherwise it's too small.  There is no ac, so the last several weeks I haven't been able to paint at my studio.  I tried a few weeks ago but was overheated after a few hours and felt sick the rest of the day.  I am attempting to paint in my small apartment right now but I am extremely limited.  I have also been on waiting lists for YEARS for a studio space.  Finally got an email from Canopy but I have no idea what was going on, no one ever followed through.  Not sure if there was really ever a studio available.  Extremely frustrating.  I am planning on leaving Austin for a more affordable city or more artist friendly.","I do not utilize any of the above City services",,,"City of Austin Newsletters",
"10120342886","2018-07-19T11:58:08.000","2018-07-19T12:05:07.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"100","I RENT studio or other work space separate from my home","Yes","$701- $1,000","Weekly, at least a few days/hours a week","78702","Increased by 5% or less",,,"Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,,"Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront",,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace",,,,,,,,,,,,,,,,"78730","78731","78703",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"City staff",
"10120342391","2018-07-19T11:58:02.000","2018-07-19T12:02:50.000",,,,,,,,,,,,,,,,"Metalworking",,,,,,,,,,,"Woodworking",,,"100","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","n/a","Increased by 6-10%",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,,,,,,"Non-Air Conditioned Storage Space","Running Water",,,,,,,,,,,,,,,,"Oversized Doors and/or Freight Elevator",,,,,,,,,"78741","78702","78745","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,,,,,,,"I do not utilize any of the above City services",,,"Other (please specify)","Big Medium"
"10120330552","2018-07-19T11:51:40.000","2018-07-19T11:58:00.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"100","I RENT studio or other work space separate from my home","No","$301- $700","Weekly, at least a few days/hours a week","78702","Increased 76% or more",,,,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,,"Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront",,"Air-Conditioned Storage Space",,"Running Water",,,"Serving Alcohol","Serving Food","Commercial kitchen",,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,"Photo Studio",,,,,"Wheelchair accessibility",,,,,"Abundant natural light and windows with ventilation","78704","78703","78746",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,"Paid for space you could not afford",,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"Search Engine- found it online",
"10120327510","2018-07-19T11:49:44.000","2018-07-19T11:58:31.000",,,"Ceramics",,,,,,,,,,,,,,,,,,,,,,,,,,,"100","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78725","Not relevant to me/ I do not pay for a space",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)",,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront","Classroom, teaching space",,,"Running Water",,,"Serving Alcohol",,,,,,"Individual Artist Workspace",,,"Ceramics Studio, Kiln",,,,,"Ramps/loading dock","Floor Drains","Wheelchair accessibility",,,,,,"78702","78721","78723","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"Saw it posted on Facebook",
"10120320836","2018-07-19T11:46:23.000","2018-07-19T22:59:39.000","Animation",,,,,,,,,,,,"Installation or Public Art",,,,,"New Media, Tech, Digital Arts",,,,,,,,,,,,"35","I RENT studio or other work space separate from my home","No","Over $1,500","Daily, 5 or more hours","78702","Stayed the same",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10120317613","2018-07-19T11:44:40.000","2018-07-19T11:51:23.000",,,,,,,,,,,,,,,,"Metalworking",,,,,,,,,,,"Woodworking",,,"30","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78722","Not relevant to me/ I do not pay for a space",,,,,"Work in a private workspace, but in a larger complex with other artists",,,"Share/Sublet my studio part time when I am not using it",,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront",,,,"Running Water",,,,,,,,,"Individual Artist Workspace",,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)","Ceramics Studio, Kiln",,,,"Oversized Doors and/or Freight Elevator",,,,"High ceilings",,,,,"78722","78702","78721","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,"Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"Don't Know",,,"City of Austin Newsletters",
"10120102751","2018-07-19T09:55:00.000","2018-07-19T10:03:51.000",,,,,"Dance/Choreography",,,,,,,,,,,,,,,,,,,,,,,,,"100","I RENT studio or other work space separate from my home","No","Over $1,500","Daily, less than 5 hours","78757","Increased by 6-10%",,,,,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources","Share/Sublet my studio part time when I am not using it",,,,,,,,,"Rehearsal Space, more than 1,000 sq. feet","Mirrors/mirrored wall",,,,,,,"Running Water","Office Space, less than 5 employees",,,,,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)",,,,,,,,,,,,,,"High ceilings",,,,,"78757","78756","78758",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,"Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"Receiving funding through the Cultural Funding Program",,,"City of Austin Newsletters",
"10120087660","2018-07-19T09:47:32.000","2018-07-19T09:52:24.000",,,,,,,,,,,,,,,,,"Music/Music Composition",,,,,,,,,,,,,"83","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Not relevant to me- I don't need a workspace","78723","Increased by 5% or less",,,,,,,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,"Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78723","78751","78705",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,,,,"Receiving funding through the Cultural Funding Program",,,"Other (please specify)","Received Email"
