"asset_name","asset_type","asset_notes","live_music","event_venu","discipline","web_notes","website","council_district","coa_facility","mapkey","date_updat","map_list","source","location_1"
"Joyce Willett School Of Dance (Research Studio)","Creative Workspace","Dance Studio"," "," ","Dance"," "," ","6"," ","6132","2016","xy","SIAP","12687 Research Blvd
Austin, TX 78759
(30.432409, -97.764407)"
"Joyce Willett School Of Dance (Windsor Studio)","Creative Workspace","Dance Studio"," "," ","Dance"," "," ","4"," ","4010","2016","xy","SIAP","5811 Berkman Dr
Austin, TX 78723
(30.311918, -97.693441)"
"Joyeria Y Discoteca Diana","Business","Supplier, Retail"," "," ","Music"," "," ","3"," ","3315","2014","xy","SIAP","1901 E Riverside Dr
Austin, TX 78741
(30.241843, -97.728779)"
"JR Cumberbatch Productions","Business","Production Company"," "," ","Theater Arts","JR Cumberbatch Productions is a production company created and run by Jennifer R. Cumberbatch. The production company seeks to create and distribute thought provoking, encouraging and stimulating materials.","http://www.facebook.com/pages/JR-Cumberbatch-Productions/142340052443555","9"," ","9331","2016","xy","NPA_org","3 Green Lanes
Austin, TX 78703
(30.290713, -97.754949)"
"JUEGOS RANCHEROS","Organization","Societies, Alliances, Professional Associations"," "," ","Technology","JUEGOS RANCHEROS is an Austin based community of independent game developers & fans. We host free monthly gatherings to play and explore games and curate the annual Fantastic Arcade during Fantastic Fest.
","http://juegosrancheros.com/","0"," ","192","2016","list","NPA_org","
Austin, TX 78704
(0.0, 0.0)"
"Julia C. Butridge Gallery","Gallery/ Museum","Gallery/ Museum"," "," ","Visual Arts","The Julia C. Butridge Gallery is committed to preserving and enriching Austin's cultural life.  Area artists and arts organizations have 1,800 square feet available for exhibits in all media and subject matter.  The gallery supports excellence in the vis","http://austin.tx.us/dougherty/gallery.htm","9"," ","9407","2016","xy","NPA_ven","1110 Barton Springs Road
Austin, TX 78704
(30.260649, -97.755849)"
"Julia's Crafts","Business","Supplier, Retail"," "," ","Craft/Design"," "," ","3"," ","3119","2014","xy","SIAP","1622 E Cesar Chavez St
Austin, TX 78702
(30.258608, -97.728062)"
"Julie Nathanielsz/Dance","Organization","Dance Company"," "," ","Dance","Classes in dance improvisation, composition, and Releasing Technique. Presenter; director of dance-theatre company The Meeting Point.
","http://julienathanielsz.com","9"," ","9569","2016","xy","NPA_org","3505 Vineland Dr
Austin, TX 78722
(30.288202, -97.710963)"
"Jumping Dog Studio","Business","Recording Studio"," "," ","Music"," "," ","6"," ","6123","2014","xy","SIAP","9725 Anderson Mill Rd
Austin, TX 78750
(30.447298, -97.79459)"
"Junior League of Austin","Organization","Community Development & Charitable Giving"," "," ","Other","The Junior League of Austin is a diverse group of dedicated women working to make Austin a better place.  The Junior League of Austin is a nonprofit organization formed in 1934 committed to promoting voluntarism, developing the potential of women and imp","www.jlaustin.org","10"," ","10097","2016","xy","NPA_org","5416 Parkcrest
Austin, TX 78731
(30.335887, -97.75899)"
"Juniors Comics & Cards","Business","Bookstore, Book Dealers"," "," ","Literary Arts"," "," ","5"," ","5197","2014","xy","SIAP","2110 W Slaughter Ln
Austin, TX 78748
(30.174134, -97.826648)"
"Jupiter Index Web Magazine","Publication","Website"," "," ","Film/TV/Media","Web magazine re history/changing face of music","http://www.jupiterindex.com/about/about.html","0"," ","618","2014","list","SIAP","
Austin, TX 78768
(0.0, 0.0)"
"Justin Wallace Photography","Business","Photographer/ Photo Studio"," "," ","Photography"," "," ","1"," ","1078","2014","xy","SIAP","1308 E 7Th St
Austin, TX 78702
(30.265301, -97.729057)"
"Jwg Photography","Business","Photographer/ Photo Studio"," "," ","Photography"," "," ","7"," ","7014","2014","xy","SIAP","1310 W Parmer Lane
Austin, TX 78727
(30.409565, -97.682051)"
"JWHill Productions","Organization","Theater Company"," "," ","Theater Arts","Community urban/traditional theater","http://jeanettehill.com","0"," ","238","2016","list","NPA_org","
Austin, TX 78714
(0.0, 0.0)"
"K Lindsay Photography","Business","Photographer/ Photo Studio"," "," ","Photography"," "," ","0"," ","295","2014","list","SIAP","
Austin, TX 78727
(0.0, 0.0)"
"Kabarette with a K!","Organization","Theater Company"," "," ","Theater Arts","Kabarette with a K! was established in March of 2013 at Spiderhouse Ballroom in Austin, TX. It was the producers&#39; intent to host a New York City/Berlin styled cabaret that combined a number of different disciplines into one evening around a theme. In","http://www.erininamarieness.wix.com/KabarettewithaK","0"," ","81","2016","list","NPA_org","
Austin, TX 0
(0.0, 0.0)"
"Kagan Creative","Business","Graphic Design Services"," "," ","Graphic Design, Printmaking"," "," ","9"," ","9120","2014","xy","SIAP","904 West Ave
Austin, TX 78701
(30.273193, -97.749825)"
"Kahramana Belly Dance","Organization","Dance Company"," "," ","Dance","Kahramana, an Austin belly dancer and a member of Sisters of the Dance with Kimora. I teach Belly Kids and Mother Daughter classes and design hip scarves for dancers of all sizes.","http://Kahramana.Info","0"," ","255","2016","list","NPA_org","
Austin, TX 78717
(0.0, 0.0)"
"Kardiac Records Project","Publication","Website"," "," ","Music","The Kardiac Records Project formed on August 1, 2012 as a part of the Austin Creative Alliance's fiscal sponsorship program.
The Project's mission is to promote artistic development and creative enrichment through the production of multimedia events bene","http://www.missylektro.com/","0"," ","82","2016","list","NPA_org","
,  0
(0.0, 0.0)"
"Karen Brown Arts & Photog","Business","Photographer/ Photo Studio"," "," ","Photography"," "," ","0"," ","421","2014","xy","SIAP","13109 Madrone Mountain Way
Austin, TX 78737
(30.180056, -97.951047)"
"Karen Dickey Photography","Business","Photographer/ Photo Studio"," "," ","Photography"," "," ","0"," ","158","2014","list","SIAP","
Austin, TX 78703
(0.0, 0.0)"
"Karma Austin","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","With its great location, just two blocks from the world famous 6th Street, Karma Lounge provides the ultimate nightlife experience with its energy and excitement.  The Lounge offers multiple rooms including the Shag Room with its relaxing tones and the C","http://www.karmaaustin.com","9"," ","9062","2016","xy","NPA_ven","119 West 8Th Street
Austin, TX 78701
(30.269717, -97.742476)"
"Karmakaze Productions","Business","Recording Studio"," "," ","Multidisciplinary"," "," ","7"," ","7226","2014","xy","SIAP","9705 Burnet Rd
Austin, TX 78758
(30.380911, -97.724321)"
"Karst Circle by W. Gary Smith","Public Art","Art in Public Places Commission"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","8","COA","8168","2016","xy","AIPP","11401 Escarpment Blvd
Austin, TX 78739
(30.182934, -97.897569)"
"KASE 101-100.7 FM","Business","Radio Station"," "," ","Music"," "," ","3"," ","3376","2016","xy","Sluwoye","3601 S. Congress Avenue
Austin, TX 78704
(30.227293, -97.761019)"
"Katharine Turner Fine Art","Creative Workspace","Individual Studio, Workshop"," "," ","Visual Arts"," "," ","0"," ","446","2014","xy","SIAP","8804 Grelle Ln
Austin, TX 78744
(30.160305, -97.763293)"
"Kathy Dunn Hamrick Dance Company Inc","Creative Workspace","Dance Studio"," "," ","Dance","Kathy Dunn Hamrick Dance Company, a non-profit collaborative modern dance company, invites audiences to enter a richly conceived world of exuberant and striking movement, enhanced by music, lighting and costumes.

This project is funded and supported in","www.kdhdance.com","8"," ","8012","2014","xy","SIAP","4703 Fieldstone Dr
Austin, TX 78735
(30.248952, -97.827142)"
"Kathy Summers Artist","Business","Graphic Design Services"," "," ","Graphic Design, Printmaking"," "," ","10"," ","10067","2014","xy","SIAP","3608 Highland View Dr
Austin, TX 78731
(30.346018, -97.759574)"
"Kathy Womack Gallery","Gallery/ Museum","Gallery/ Museum"," "," ","Visual Arts"," "," ","9"," ","9170","2014","xy","SIAP","411 Brazos St
Austin, TX 78701
(30.265875, -97.741807)"
"KAZI -88.7 FM","Business","Radio Station"," "," ","Music"," "," ","1"," ","1282","2016","xy","Sluwoye","8906 Wall Street
Austin, TX 78754
(30.34266, -97.672004)"
"KAZI-Fm 88.7","Business","Radio Station"," "," ","Film/TV/Media"," ","http://kazifm.org/contact.html","1"," ","1249","2016","addrs","D3 Meeting","8906 Wall Street Ste 203
Austin, TX 78754
(30.340796, -97.67137)"
"KBPH-LP-94.3 FM","Business","Radio Station"," "," ","Music"," "," ","0"," ","642","2016","list","Sluwoye","
Austin, TX 0
(0.0, 0.0)"
"KCDR-LP-94.3 FM","Business","Radio Station"," "," ","Music"," "," ","0"," ","643","2016","list","Sluwoye","
Austin, TX 0
(0.0, 0.0)"
"Keep Austin Weird by Sarah Hickman","Public Art","Art in Public Places Donation"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","2","COA","2092","2016","xy","AIPP","3600 Presidential Blvd
Austin, TX 78719
(30.202149, -97.666829)"
"Kelley Graphics","Business","Graphic Design Services"," "," ","Graphic Design, Printmaking"," "," ","9"," ","9295","2014","xy","SIAP","1107 Rose St
Austin, TX 78703
(30.270405, -97.756363)"
"Kelley Toombs Design Inc","Business","Service & Support Business"," "," ","Visual Arts"," "," ","6"," ","6109","2014","xy","SIAP","9446 Spring Hollow Dr
Austin, TX 78750
(30.437056, -97.795841)"
"Kenneth Gall Photography","Business","Photographer/ Photo Studio"," "," ","Photography"," "," ","9"," ","9561","2014","xy","SIAP","4331 Airport Blvd
Austin, TX 78722
(30.299897, -97.710913)"
"Kenny Dorham's Backyard","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","Named for the legendary jazz trumpeter and East Austinite, Kenny Dorham’s Backyard is DiverseArts’ outdoor music venue, located in the heart of the historic East End cultural district, just down the street from Kenny Dorham’s last home in Austin.","http://www.diversearts.org/clarksville.html","1"," ","1068","2016","xy","NPA_ven","1106 East 11Th Street
Austin, TX 78702
(30.269272, -97.728617)"
"Ken's Universal Photos Inc","Business","Photographer/ Photo Studio"," "," ","Photography"," "," ","0"," ","151","2014","list","SIAP","
Austin, TX 78701
(0.0, 0.0)"
"Kerbey Lane Cafe","Restaurant","Restaurant"," "," ","Culinary Arts"," ","http://kerbeylanecafe.com/","5"," ","5021","2016","addrs","D1 Meeting","3003 S Lamar Blvd
Austin, TX 78704
(30.243226, -97.78278)"
"Key Bar","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","Key Bar is located in the heart of downtown Austin. Established in 2006, it has quickly become one of the city's hot spots. Enjoy one of the specialty drinks from the full service bar, chill with friends, watch the game, or do some ""6th street peopl","http://www.keybaraustin.com/","9"," ","9063","2016","xy","NPA_ven","617 West 6Th Street
Austin, TX 78701
(30.269426, -97.748727)"
"Kick Butt Coffee Music And Booze","Restaurant","Restaurant","Live Music"," ","Theater Arts","Kick Butt Coffee was conceived by Thomas R. Gohring in the wee morning hours of April, 25th, 2007. The day before, while making a deposit at Bank of America, he made a comment to the teller that it was peculiarly slow at the bank. There were no other cus","http://www.kickbuttcoffee.com","4"," ","4087","2014","xy","SIAP","5775 Airport Blvd
Austin, TX 78752
(30.321251, -97.71273)"
"Kiddie Express Train Llc","Business","Service & Support Business"," "," ","Theater Arts"," "," ","0"," ","552","2014","list","SIAP","
Austin, TX 78760
(0.0, 0.0)"
"Koch Printing","Business","Commercial Printing"," "," ","Literary Arts","Letter press printing, binding and book layout and design services.","http://www.kochprinting.com/","3"," ","3375","2016","xy","Wikimap","720 Bastrop Highway #213
Austin, TX 78711
(30.233223, -97.68646)"
"Kids in a New Groove","Organization","Education, Creative Learning, Professional Development"," "," ","Music","Kids in a New Groove is a 501c3 non-profit that seeks to enrich and enhance the lives of foster children by nurturing their hearts and minds through music.   We offer private music mentorship to Texas youth in foster care, and our program has a proven tr","http://www.kidsinanewgroove.org/musicforthesoul","0"," ","83","2016","list","NPA_org","
Austin, TX 0
(0.0, 0.0)"
"Kids in the Mirror, Orphanage at Svir Stroi, Svir Stroi, Russia by Misty Keasler","Public Art","Art in Public Places Commission"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","3","COA","3418","2016","xy","AIPP","7201 Levander Loop
Austin, TX 78702
(30.252403, -97.68968)"
"KidsActing Foundation","Organization","Education, Creative Learning, Professional Development"," "," ","Theater Arts","kidsActing Foundation is a Non Profit that offers FREE performance arts classes to children and teens whom are often overlooked by traditional fine arts programs. We are currently teaching theater arts in 5 AISD schools as well as to children with Down S","http://www.kidsactingfoundation.org","1"," ","1170","2016","xy","NPA_org","2826 Real St
Austin, TX 78722
(30.282803, -97.711228)"
"KidsActing Studio, Center Stage Theater","Theater","Auditorium"," "," ","Theater Arts","Our mission is to provide a gathering place where kids from diverse backgrounds can each bring his or her own perspective and sensibilities to the creative process. Center Stage Texas offers opportunities to learn and to lead—a place for young peop","http://www.centerstagetexas.com","1"," ","1177","2014","xy","SIAP","2826 Real St
Austin, TX 78722
(30.282803, -97.711228)"
"Kidz Art","Education","Education, Creative Learning, Professional Development"," "," ","Visual Arts"," "," ","6"," ","6128","2014","xy","SIAP","13706 N Highway 183
Austin, TX 78750
(30.46512, -97.796128)"
